df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_investor_sd_plus_v5_savings,spd_mortgage_amount,spd_home_to_income_ratio,spd_spendex_education_v3,spd_charity_sd_highdollar_v2,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,exp_financial_major_credit_card_user,exp_financial_store_credit_card_user,exp_financial_premium_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_loc_hbb_office,spd_bc_prof_manager,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_middle_mgmt,spd_jobs_sd_retired,spd_jobs_sd_student,spd_sd_employment,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_lor_v2,spd_purch_prod_comp_quality,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_change_in_home_value_12_mo,spd_ratio_home_value_12mo_to_income,spd_investments_v2,spd_children_prod_back_school_v2,spd_presence_of_children_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_paydowns,exp_fin_seg_credit_card_surfers,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_ethnic_sd_v2_hispanic,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
5.90873E+18,143515,22286,61,5,6,16,106,413,1035,5,20,66,54,68,63,4,2,6,6,6,46,7,5,6,6,4,4,3,4,6,6,3,31,7,6,0,0,1,0,2,1.346153846,5,37,30,1,0,0,0,0,0,1,0,3,3,4,2,0,0,0,1,0,0,6,5,1
3.48798E+18,69346,14823,61,8,1,49,100,419,725,4,65,76,79,81,83,2,2,3,2,4,51,6,6,4,7,1,1,1,3,1,5,2.146120916,7,3,2,0,0,0,0,1.7,2.538461538,4,13,22,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,5,5,1
3.9145E+18,111703,13039,61,4,7,90,152,458,1409,3,96,76,79,53,80,3,3,6,4,7,55,5,4,3,6,3,5,3,4,7,7,3,35,5,4,0,1,0,3,0.2,1.307692308,4.5,26,18,1,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,1,2,1
8.62074E+18,131951,11420,61,9,9,85,267,423,992,4,99,72,62,84,45,3,3,5,3,6,73,4,7,4,1,1,1,1,5,4,6,2,10,1,2,0,0,0,4,0.266666667,0,5,9,6,1,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,1,0,4,5,1
2.44586E+17,165345,27444,61,4,8,98,223,421,1833,7,4,52,42,20,45,3,3,2,3,2,56,6,4,4,6,4,3,3,4,4,3,3,22,3,3,0,0,1,4.5,2.266666667,0,3,19,15,1,0,0,0,0,0,1,0,4,5,5,1,0,0,0,0,1,0,6,8,1
6.20401E+18,89101,29278,62,1,8,81,227,422,4625,6,18,21,27,35,20,6,1,3,3,4,99,4,6,2,3,4,3,2,4,1,4,1,22,1,1,0,0,0,5,5.233333333,2.5,4.5,7,3,1,0,0,0,0,0,1,0,3,0,4,3,0,2,0,1,0,0,8,10,1
8.6348E+18,102671,18374,62,1,2,22,0,458,678,5,33,30,61,16,25,1,1,3,2,6,40,7,1,3,4,3,5,2,3,3,6,2.146120916,13,6,3,0,0,0,1,2.633333333,3.269230769,4.5,13,22,0,0,0,0,0,0,1,0,3,3,4,3,0,0,1,1,0,0,5,9,1
5.22537E+18,53171,18685,62,3,12,5,0,552.5538746,4204,4,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,4,2,3,2,5,54,6,3,3,1,1,1,1,3,3,3,2,6,6,4,0,0,0,0,0,0,5,19.42174743,20.12384979,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,6,6.372005492,1
7.27566E+18,103899,25651,62,5,14,100,540,421,8139,6,45,20,16,41,38,7,2,3,2,4,108,6,7,3,1,1,1,1,4,4,6,2,20,4,2,0,0,1,5,0.333333333,0,5.5,36,14,1,0,0,0,0,0,1,0,3,3,2,1,2,1,0,0,0,1,10,8,1
5.2769E+18,70455,13331,62,5,2,85,0,421,957,4,9,24,30,63,20,4,3,3,1,2,56,1,6,4,3,3,4,3,5,3,5,2,28,4,2,0,0,0,0,0.6,0.576923077,4,22,23,1,0,0,0,0,1,0,0,2,3,2,2,0,0,0,0,1,0,9,10,1
8.28516E+18,149099,17437,62,4,3,47,176,426,882,6,94,64,65,83,59,5,3,2,5,1,64,6,6,2,5,5,5,3,3,4,7,1,4,3,2,0,0,0,2,0.8,0,5.5,17,21,1,0,0,0,0,0,1,0,3,1,0,2,0,0,0,0,1,0,3,5,1
8.26864E+18,71238,15048,21,6,10,5,186,414,2394,2,45,26,60,35,18,6,7,6,4,4,39,5,2,6,2,2,2,3,4,7,5,2.146120916,10,6,6,0,0,0,1.5,2.866666667,2.192307692,5.5,12,8,1,0,1,1,0,1,0,0,1,3,4,1,0,0,0,0,0,0,3,7,1
5.64366E+18,102714,24141,23,5,19,87,417,422,12318,4,79,22,35,42,35,3,5,4,4,4,53,4,6,7,2,3,2,2,7,5,2,1,17,1,6,0,0,1,1,1.133333333,4.192307692,7.5,56,10,1,0,1,1,0,1,0,0,2,4,4,3,0,0,0,0,0,0,8,6,1
3.64439E+18,119651,18985,23,5,6,78,0,413,2440,1,88,74,74,46,77,4,6,5,5,1,32,3,4,6,2,2,2,4,7,5,6,2,3,2,7,0,0,0,0.5,1.366666667,3.807692308,5,36,25,1,0,1,1,0,1,0,0,2,0,4,3,0,0,0,0,1,0,4,2,1
1.87416E+18,45565,11259,23,8,1,5,0,421,938,3,73,70,62,14,58,1,7,6,4,7,26,4,3,6,3,2,2,3,6,5,5,2,23,1,5,0,0,0,0.5,0.733333333,0.307692308,7,18,31,0,0,0,1,0,1,0,0,2,4,2,3,0,0,0,0,0,0,6,6,1
2.41919E+18,125771,15171,24,3,8,26,0,414,3305,2,91,84,76,99,64,2,6,7,7,6,31,2,2,6,2,2,2,3,7,4,1,2.146120916,16,2,7,0,0,0,0,4.4,3.961538462,4.5,45,30,1,0,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,2,1
3.36976E+18,71107,10220,24,5,6,5,0,411,1347,2,88,76,77,52,45,3,7,4,6,6,27,6,1,5,3,2,2,5,4,6,1,2.146120916,23,5,6,0,0,0,0.5,1.566666667,5.076923077,7,11,11,0,0,1,1,0,1,0,0,3,4,0,2,0,0,0,0,0,0,3,5,1
4.98527E+18,68385,15716,24,4,1,5,0,412,795,2,92,97,92,90,91,1,7,6,4,5,40,4,4,6,3,2,2,2,6,4,4,2.146120916,12,4,6,0,0,1,0.5,3.3,4.923076923,7.5,4,4,0,0,1,1,1,1,0,0,2,0,1,3,0,0,0,0,0,0,1,1,1
3.60882E+18,89246,20548,25,2,2,5,0,373,204,1,70,32,35,51,24,0,0,0,6,6,25,0,0,0,2,3,2,3,5,0,0,3,11,4,6,0,0,1,0.5,4.2,4.653846154,7,0,0,0,0,1,1,0,1,0,0,2,0,3,3,0,0,0,0,0,0,3,9,1
6.7226E+18,96054,13648,25,4,1,2,0,414,394,1,96,90,87,98,87,0,0,0,7,7,22,0,0,0,2,2,2,4,5,0,0,2.146120916,6,6,7,0,0,0,0,0,0,4.5,11,26,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1
3.10335E+18,145149,15760,25,4,7,84,0,422,3079,4,25,39,46,52,16,2,5,3,2,2,46,6,3,4,3,5,3,5,4,7,2,2,25,3,5,0,0,1,3,3.433333333,2.230769231,4,21,8,1,0,1,1,0,1,0,0,3,5,4,3,0,0,0,0,1,0,6,9,1
3.80019E+17,63072,21592,25,6,6,106,216,491,1611,4,12,3,1,34,4,7,5,2,3,2,73,4,6,3,3,3,4,3,5,5,7,3,25,4,6,0,0,0,1.5,1.633333333,2.076923077,6,-7,-3,1,0,0,1,0,1,0,0,3,5,5,1,1,0,0,0,0,1,10,6,1
6.60257E+18,88791,21110,25,5,4,100,140,424,1984,4,5,13,3,10,9,5,5,3,4,1,43,4,6,6,3,3,2,3,6,6,4,2,25,1,5,1,0,0,0.5,0.033333333,4.269230769,7,19,16,1,0,0,1,0,0,1,0,2,5,4,2,0,0,0,1,0,0,10,10,1
8.4207E+18,149134,24635,26,1,7,88,0,437,1266,6,15,27,33,24,21,6,5,5,1,1,56,1,7,6,1,7,1,1,6,4,3,1,19,5,7,0,1,0,1,2.9,5,5.5,22,15,1,0,0,1,0,1,0,0,3,2,0,2,1,0,0,1,0,0,7,9,1
4.32651E+18,59724,12862,26,6,-4,87,0,411,1846,4,65.65276963,25,52,56,52,6,5,2,1,2,46,2,4,5,3,5,2,6,6,4,1,1,21,1,4,1,0,0,0.5,4.166666667,3.461538462,6.5,19,19,1,0,0,1,0,1,0,0,3,0,0,2,0,0,0,0,1,0,3,3,1
4.96981E+17,90972,21174,26,4,7,6,138,439,1068,2,32,38,20,10,65,1,6,7,6,7,38,4,6,6,2,2,2,4,7,7,5,3,26,5,6,0,0,0,0,1.533333333,3,7.5,23,17,1,0,0,1,0,1,0,0,2,0,2,1,1,0,0,0,0,0,4,6,1
6.6648E+18,104937,15403,26,9,3,85,0,424,1082,6,99,78,81,61,81,1,6,2,5,2,28,4,2,4,3,5,2,6,5,7,6,3,26,1,3,0,0,1,1.5,1.466666667,4.692307692,6.5,23,26,1,0,0,1,0,1,0,0,3,4,2,3,0,0,0,0,1,0,7,5,1
7.65129E+18,101443,19493,26,5,0,19,0,423,762,2,79,39,47,26,65,1,6,7,5,3,34,4,3,6,2,2,2,4,7,4,2,2.146120916,11,1,6,0,0,0,2.5,3.433333333,6.230769231,6.5,7,8,1,0,1,1,0,1,0,0,4,0,0,3,0,0,0,0,0,0,4,10,1
6.62138E+18,105027,21922,26,5,2,5,145,416,862,2,65.65276963,2,5,61,11,1,7,5,7,5,33,3,6,5,3,2,2,4,7,5,4,2,0,2,6,0,0,1,2.5,2.833333333,4.5,7,1,1,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,9,4,1
3.9116E+18,45623,6293,27,5,0,2,0,460,253,1,96,89,88,87,90,0,0,0,7,7,19,0,0,0,2,2,2,4,4,0,0,2.146120916,4,5,7,0,1,0,2,0.633333333,3.076923077,6,4,20,0,1,1,1,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,1,1
2.96726E+17,134277,28486,27,2,7,50,0,420,1595,2,98,60,74,39,75,3,6,4,7,5,29,1,7,7,2,2,2,6,6,7,5,2,5,3,7,0,0,0,3.5,3.3,2.730769231,5.5,-1,-1,1,0,1,1,0,1,0,0,2,0,3,2,1,0,0,0,0,0,1,4,1
6.29774E+18,202925,51257,27,1,5,12,338,415,818,2,18,25,44,78,31,1,6,4,5,5,35,5,7,6,2,3,2,6,6,5,5,3,5,1,4,0,0,0,3,5.5,5.230769231,5,5,5,1,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,1,0,3,4,1
3.69037E+18,40465,5566,27,4,5,5,0,412,1231,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,4,7,7,5,6,35,3,3,7,2,2,2,5,6,6,5,2.146120916,1,3,7,0,0,0,1,3.9,4.192307692,5,30,25,1,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
5.07793E+18,127325,14243,27,1,8,6,0,413,1111,2,85,52,23,15,71,2,7,4,6,5,39,4,2,7,2,2,3,4,6,5,5,2.146120916,0,6,7,0,1,0,2,3.133333333,3.153846154,4,16,11,0,0,1,1,0,1,0,0,3,1,2,2,0,0,0,0,0,0,3,5,1
6.52782E+18,75862,21310,27,6,5,72,239,424,2914,6,99,78,79,61,80,2,7,4,5,2,43,5,4,3,2,3,3,6,4,4,5,1,19,4,6,1,0,0,1.5,0.7,0.653846154,7,17,11,1,0,1,1,0,1,0,0,1,3,3,3,0,0,0,0,0,0,7,6,1
4.81339E+18,151447,31617,27,1,2,7,0,417,1702,1,43,74,82,93,62,1,7,7,6,7,27,5,4,7,2,2,2,6,7,6,5,3,8,5,7,0,0,0,0,0,0,6,16,21,1,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,2,2,1
3.33571E+18,77934,8458,27,4,5,5,0,420,1866,1,91,77,85,45,79,1,7,6,4,5,27,4,3,6,3,2,2,6,6,5,2,3,13,2,6,0,0,0,3,4.766666667,4.230769231,5,14,15,1,0,0,1,0,1,0,0,2,2,1,2,0,0,0,0,0,0,3,2,1
8.97261E+17,41606,4702,28,8,1,5,0,454,607,2,83,63,72,72,66,0,0,0,6,7,18,0,0,0,2,2,2,4,6,0,0,3,28,3,7,0,0,1,1,4,6.576923077,7,3,8,0,0,1,1,0,0,1,0,2,4,0,2,0,0,1,0,0,0,4,6,1
5.97412E+18,95022,8363,28,5,1,5,0,415,480,2,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,0,0,0,5,4,35,0,0,0,2,2,2,5,5,0,0,2.146120916,5,3,7,0,0,0,0,0,0,5.5,10,22,1,0,1,1,0,1,0,0,4,0,0,2,0,0,0,0,0,0,6,6.372005492,1
1.47837E+18,17006,745,28,5,0,5,0,552.5538746,252,1,93,78,81,42,85,0,0,0,7,5,23,0,0,0,2,2,2,5,4,0,0,2.146120916,4,6,7,0,1,0,0.5,4.033333333,2.884615385,6.5,19.42174743,20.12384979,0,0,1,1,0,1,0,0,4,0,0,3,0,0,0,0,0,0,1,1,1
6.62523E+18,78497,18986,28,1,0,5,0,552.5538746,298,1,42,25,22,80,19,0,0,0,7,6,28,0,0,0,2,2,2,5,7,0,0,2.146120916,0,2,6,0,0,0,0,3.766666667,0,6,19.42174743,20.12384979,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,4,8,1
5.17698E+18,88278,21457,28,7,5,86,0,416,3218,4,79,22,35,42,35,2,5,4,2,4,73,4,4,4,2,3,2,4,7,7,4,2,26,1,5,0,0,0,1,2.9,2.461538462,7,-3,-2,1,0,0,1,0,0,1,0,3,0,1,3,0,0,0,0,0,0,8,6,1
7.78011E+18,62074,14058,28,7,3,5,0,422,373,1,91,73,84,39,79,1,6,7,6,7,32,5,2,6,2,2,2,6,7,2,2,2.146120916,3,2,6,0,0,0,0,3.466666667,2.461538462,6.5,10,12,1,0,1,1,0,1,0,0,4,0,0,3,0,0,0,0,0,0,1,1,1
1.29974E+18,104682,14280,28,4,1,5,0,415,847,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,7,7,7,7,25,4,1,6,2,2,3,5,6,6,3,2,2,6,7,1,1,0,1,3.733333333,5.115384615,6.5,6,8,0,1,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
4.0946E+18,51880,7397,28,1,4,5,220,459,971,2,64,53,51,16,46,1,7,7,6,6,26,4,3,6,2,2,2,4,7,7,4,2.146120916,19,3,7,0,0,0,0,3.2,2.307692308,5.5,10,14,1,0,1,1,0,1,0,0,2,4,4,2,0,0,1,0,0,0,5,7,1
5.21557E+18,42374,6092,28,5,2,6,99,458,1052,2,94,67,67,56,66,2,7,5,5,5,24,5,3,6,2,2,2,4,5,7,6,2.146120916,10,6,7,0,0,0,0.5,2.966666667,2.692307692,6,21,30,0,0,1,1,0,1,0,0,2,4,1,2,0,0,1,0,0,0,2,3,1
1.56343E+18,58712,8551,28,5,2,5,0,421,371,1,98,89,85,53,81,1,7,6,3,5,25,4,5,7,3,3,5,6,6,7,3,2,0,2,6,0,0,1,2,0.133333333,0.961538462,6.5,10,16,1,0,0,0,0,1,0,0,2,5,2,2,0,0,0,0,0,0,3,2,1
2.03655E+18,36394,10838,28,5,2,5,0,426,320,2,95,63,55,41,77,2,7,5,7,4,27,4,4,6,2,2,2,5,5,3,4,1,2,4,6,0,0,0,3,2.966666667,3.923076923,7,8,13,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,1,0,0,4,8,1
8.3345E+18,31177,5172,29,5,1,1,0,357,1209,1,49,71,71,92,67,0,0,0,7,4,23,0,0,0,2,2,3,4,4,0,0,3,4,2,5,0,0,0,0.5,6.166666667,3.346153846,6.5,5,25,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,3,1
5.80008E+17,40224,7161,29,5,4,95,0,420,2140,4,99,4,1,7,5,4,4,3,5,2,48,4,4,7,2,2,2,4,6,4,1,2,7,4,7,0,0,0,1,1.9,2.653846154,4.5,32,24,1,0,0,1,0,1,0,0,3,5,4,2,0,0,0,0,0,0,10,8,1
3.28245E+18,111480,23786,29,4,2,15,0,423,417,3,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,6,4,5,6,28,6,2,5,3,2,4,6,4,6,7,2,2,3,6,0,0,0,3,2.833333333,3.076923077,5.5,15,18,1,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,1,0,6,6.372005492,1
5.38983E+18,36291,9068,29,5,3,5,0,423,1188,1,65.65276963,36,26,50,51,1,6,7,6,5,31,5,4,5,2,2,2,5,6,3,4,2.146120916,16,1,6,0,0,0,3.5,5.666666667,6.346153846,7,22,22,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,3,6,1
6.64804E+18,92515,22803,29,7,5,5,0,423,793,4,43,55,22,25,79,1,6,7,7,6,29,6,3,4,2,2,2,4,5,3,6,3,29,4,7,0,0,0,2,5.2,6.269230769,5,4,7,0,0,1,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,5,6,1
7.54975E+18,137338,24990,29,1,3,53,300,377,790,2,77,70,68,57,39,2,6,5,6,5,34,4,4,7,2,2,2,6,6,1,7,2.146120916,3,2,7,0,0,0,4.5,3.033333333,3.076923077,4.5,13,14,1,0,1,1,0,1,0,0,2,0,2,2,0,0,0,0,0,0,2,4,1
3.91292E+18,67020,21429,29,2,0,5,0,419,1166,1,85,78,83,92,73,1,7,5,4,5,39,3,2,4,2,2,3,5,7,4,6,2.146120916,1,1,5,1,1,0,4,0.266666667,0,7,4,2,1,0,1,1,0,1,0,0,2,0,0,3,1,0,0,0,0,0,1,2,1
6.7002E+18,40579,7514,29,4,0,6,0,417,886,3,49,41,53,72,65,1,7,6,3,5,33,5,4,5,3,2,2,5,7,7,4,1,28,1,5,0,0,0,2.5,5.333333333,4.653846154,6.5,18,31,1,0,0,1,0,0,1,0,2,1,4,3,0,0,0,0,0,0,3,10,1
6.8727E+18,80881,13793,29,6,4,5,0,414,1205,1,43,22,40,32,49,1,7,7,7,6,25,6,2,7,2,2,2,6,5,7,6,2,8,4,7,0,0,0,0,4.6,4.230769231,7.5,-2,-2,0,0,1,1,0,1,0,0,2,2,1,3,0,0,0,0,0,0,8,7,1
9.33279E+16,57798,8818,30,6,1,3,0,552.5538746,196,1,94,98,97,93,99,0,0,0,7,7,38,0,0,0,2,2,2,5,5,0,0,2.146120916,12,6,7,0,0,0,1,4,2.538461538,6.5,19.42174743,20.12384979,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,1,1
3.51042E+18,138019,34204,30,4,5,6,0,415,609,1,85,88,90,79,87,0,0,0,6,5,30,0,0,0,3,3,2,4,5,0,0,2,2,4,7,1,0,0,0.5,3.833333333,6.192307692,5,6,8,1,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,0,0,1,2,1
3.13114E+18,73417,15404,30,5,3,5,100,460,1075,2,99,50,45,27,47,5,6,5,4,7,38,6,5,6,2,3,2,4,4,6,1,2,18,6,7,1,1,0,1.5,3.333333333,1.461538462,5.5,4,5,0,1,1,1,0,1,0,0,2,3,3,2,0,0,1,0,0,0,6,8,1
6.58757E+18,127040,31628,30,1,8,47,0,422,2821,2,92,47,56,63,52,4,6,6,6,7,66,1,5,7,2,2,2,5,6,3,3,2.146120916,1,3,7,0,0,0,2.5,2.933333333,3,3.5,46,31,1,0,0,1,0,1,0,0,3,0,4,1,1,0,0,1,0,0,3,6,1
5.56053E+18,23179,3138,30,5,3,5,0,414,684,2,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,7,6,7,6,31,4,2,6,3,2,2,5,6,3,3,2,4,2,6,0,0,0,2.5,2.9,3.076923077,7,7,12,0,0,1,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,6,6.372005492,1
5.92567E+18,87195,10862,31,5,0,5,0,424,197,1,69,93,94,99,91,0,0,0,7,5,35,0,0,0,1,1,1,1,5,0,0,2,0,6,7,0,0,0,0.5,5.533333333,6.923076923,6.5,5,15,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,2,1
6.88666E+18,62866,334,31,4,1,1,0,552.5538746,167,1,96,64,72,63,67,0,0,0,7,7,22,0,0,0,2,2,2,6,4,0,0,1,4,6,7,0,1,1,0,2.166666667,2.5,5.5,19.42174743,20.12384979,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,5,1
8.82535E+18,34918,6003,31,9,-1,89,0,423,1979,4,73,50,71,63,51,2,4,1,3,4,48,7,4,5,3,3,3,5,4,5,1,2,31,1,4,0,1,0,2.5,0.766666667,1.076923077,6.5,23,23,1,0,0,0,0,1,0,0,3,3,3,3,0,0,0,0,1,0,6,6,1
5.50223E+18,58738,10912,31,4,8,93,328,422,2025,4,99,85,73,86,78,5,5,4,5,2,70,1,7,7,2,2,2,5,7,6,2,2.146120916,3,1,6,0,0,0,4,3.033333333,2.423076923,5.5,7,5,1,1,1,0,0,0,1,0,3,5,5,2,1,0,0,0,0,0,4,4,1
7.54301E+17,64353,8227,31,5,2,53,0,409,798,4,67,38,31,62,69,3,5,6,6,3,48,4,6,5,2,2,2,4,6,2,7,2.146120916,16,1,4,0,0,0,3.5,5.1,4,7,10,15,1,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,1,0,8,9,1
6.59184E+18,67552,18519,31,7,2,5,194,423,730,2,64,45,61,84,45,2,5,4,3,4,41,4,7,6,4,2,4,6,6,6,5,2.146120916,1,1,4,0,0,0,0,0,0,6,18,35,1,0,1,0,0,1,0,0,2,0,3,3,0,0,0,0,0,0,6,9,1
7.72438E+18,114075,24011,31,9,2,5,0,423,896,2,96,95,96,87,99,3,5,5,6,6,38,7,2,7,2,2,2,5,4,2,4,2,1,4,7,0,1,1,0,4.266666667,2.576923077,7.5,11,17,0,1,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,2,1
8.33101E+18,45774,9430,31,7,2,5,0,419,448,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,1,6,7,7,6,36,3,7,6,2,2,2,6,6,1,2,2,12,4,6,0,0,0,0,4.5,5.615384615,7.5,1,2,0,1,0,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,6,6.372005492,1
2.85854E+18,54154,22717,31,4,6,5,0,414,980,2,94,64,65,83,59,4,7,7,4,6,54,1,5,7,3,2,4,5,7,5,2,2.146120916,0,4,7,0,0,0,2,3.8,5.269230769,7,1,1,1,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,3,5,1
5.79521E+18,111470,13932,31,7,4,0,0,420,1808,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,4,7,7,6,6,46,3,7,7,2,2,3,6,6,7,5,2.146120916,11,6,7,0,0,0,0.5,0.666666667,2.692307692,5.5,12,13,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,6,6.372005492,1
3.92832E+18,111941,23811,31,3,5,3,0,414,2092,1,85,70,63,91,59,2,7,7,4,7,38,4,4,7,2,2,4,4,6,5,1,2.146120916,8,6,7,1,1,0,2.5,2.6,2.692307692,5.5,27,27,1,1,1,1,0,1,0,0,3,0,1,2,0,0,0,0,0,0,2,5,1
4.7419E+18,73833,11926,31,1,3,2,0,422,769,2,78,71,79,74,42,7,7,6,7,5,50,4,5,7,2,2,3,5,5,2,1,2.146120916,2,5,7,1,0,0,2,6.566666667,6.692307692,5,5,7,1,1,1,0,1,1,0,0,3,1,2,2,0,0,0,0,0,1,2,3,1
7.19498E+18,41647,8148,32,8,0,5,0,428,196,4,94,82,69,62,68,0,0,0,3,3,35,0,0,0,1,1,7,1,4,0,0,2,25,1,4,0,0,0,0,0,0,6.5,3,10,1,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,4,3,1
7.45059E+18,91579,17213,32,4,3,28,0,420,315,4,33,26,31,66,21,1,5,6,5,4,47,5,5,5,3,2,3,4,6,4,4,3,32,1,3,0,0,0,0,5.6,6.461538462,6.5,24,27,1,0,1,0,0,0,1,0,2,1,0,3,0,0,0,1,0,0,6,9,1
3.69778E+18,92784,18221,32,5,10,112,498,456,2614,4,64,34,42,41,44,3,6,5,3,5,52,4,5,7,2,2,2,4,6,5,7,2,13,4,7,0,1,0,2,1.866666667,1.076923077,5.5,23,14,1,1,1,1,0,1,0,0,2,2,4,2,1,0,1,0,0,0,6,9,1
2.83911E+18,61789,18289,32,6,8,5,0,259,2134,3,90,14,12,58,18,7,6,5,7,5,54,2,5,6,2,2,2,5,6,5,2,2.146120916,0,4,6,0,0,0,0,2.733333333,3.884615385,5,-9,-5,1,1,1,0,0,1,0,0,2,1,3,1,0,0,0,0,0,1,6,6,1
7.42221E+18,65561,9482,32,5,3,5,0,414,891,3,99,68,74,68,55,3,7,7,6,6,41,5,2,4,3,2,2,4,6,2,4,3,17,6,6,0,0,1,3,2.833333333,2.461538462,6.5,7,14,0,1,1,1,0,1,0,0,2,3,0,2,0,0,0,1,0,0,4,5,1
2.64985E+18,33751,8993,32,2,4,5,171,423,1226,3,35,47,20,10,65,5,7,6,6,4,43,4,7,5,2,2,3,5,6,6,6,1,6,1,5,0,0,0,0,2.866666667,2.269230769,4,9,10,1,1,1,0,0,1,0,0,2,5,4,2,0,0,0,0,0,0,5,8,1
1.32934E+18,58657,7909,32,5,1,5,0,426,267,1,68,83,93,70,94,4,7,6,5,6,38,4,5,5,2,2,2,5,7,7,2,2.146120916,12,1,5,0,0,0,1.5,2.3,2.692307692,6,14,28,0,1,1,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,2,1,1
4.31564E+18,75165,15469,33,3,1,87,0,416,2178,6,8,17,11,72,12,6,4,3,5,2,49,2,6,4,2,2,3,4,7,5,2,2,33,2,5,0,0,0,2,1.966666667,2.961538462,4.5,6,5,1,0,1,0,0,0,1,0,3,5,3,2,0,0,0,0,0,0,8,10,1
3.70247E+18,109057,6565,33,2,14,87,182,422,2321,4,98,74,66,84,58,2,5,4,5,4,86,4,6,5,2,2,4,4,7,7,3,3,21,1,4,0,0,0,4,3.1,3.769230769,4.5,21,8,1,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,2,4,1
1.12746E+18,158399,18786,33,2,7,46,0,413,2031,4,59,26,47,33,26,5,6,3,5,4,58,1,5,4,2,2,2,5,6,5,1,2.146120916,3,2,7,0,0,0,1.5,2.833333333,3.230769231,5,9,8,1,1,1,0,0,0,1,0,3,0,2,2,0,0,0,0,0,1,3,7,1
2.33513E+18,98569,22359,33,4,4,23,185,422,860,4,98,56,49,53,59,4,6,3,4,5,44,4,7,5,3,2,4,6,6,6,6,2.146120916,5,4,5,0,0,0,0,5.6,6.423076923,5,28,28,1,1,1,0,0,1,0,0,2,0,1,2,0,0,0,0,1,0,3,6,1
