df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_spendex_plus_v3,spd_home_purchase_price,spd_mortgage_amount,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_decision_maker,spd_bc_loc_hbb_office,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_corp_leader,spd_jobs_sd_middle_mgmt,spd_jobs_sd_retired,spd_jobs_sd_student,spd_sd_employment,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_children_in_hh_v2,spd_lt_senior_adult_in_hh_v2,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_investments_v2,spd_children_prod_back_school_v2,spd_presence_of_children_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,exp_srvy_hh_lifestyl_financl_real_estate_currn,exp_srvy_hh_lifestyl_financial_real_estate__f,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_paydowns,exp_fin_seg_credit_card_surfers,spd_sd_homeowner_prob_v2,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_ethnic_sd_v2_hispanic,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
8.09584E+18,681075,321534,25,8,34,81821,374,331,9,2,5,4,3,5,4,67,5,3,4,1,1,1,1,7,6,4,5,2,0,5,5,0,0,0,0,1.433333333,2.153846154,5,1,0,0,1,0,0,0,1,0,0,3,5,5,3,3,1,0,0,0,0,1,10,6,3
6.61182E+18,1495280,988197,25,7,17,81961,0,0,3,3,5,5,2,6,4,67,6,1,7,1,1,1,1,7,6,6,2,2,1,4,7,0,0,0,0.5,1.466666667,2.153846154,4,1,0,1,1,0,0,0,1,0,0,4,1,1,4,2,1,0,0,1,0,0,10,8,3
4.81557E+18,670094,158411,25,5,16,27814,423,335,46,35,3,4,3,1,2,56,7,2,6,1,1,1,1,7,7,7,6,3,0,4,6,0,0,0,0.5,1.366666667,4.076923077,4.5,1,0,0,1,0,0,0,1,0,0,3,0,0,3,2,1,0,0,1,0,0,8,4,3
7.56564E+18,713973,321545,25,8,15,23775,360,0,99,24,3,5,3,4,4,48,6,1,7,1,1,1,1,7,6,6,7,3,0,2,6,0,0,0,0.5,1.533333333,2.115384615,5,1,0,0,1,0,0,0,1,0,0,3,0,4,3,1,0,0,0,1,0,0,9,6,3
6.6663E+18,475294,128140,25,6,16,85918,621,466,65.65276963,45.36209494,4,4,3,3,5,68,7,2,6,1,1,1,1,7,7,5,7,2,1,1,7,0,0,0,2,0.133333333,1.269230769,5,1,0,1,1,0,0,0,1,0,0,3,0,0,3,2,1,0,0,0,0,0,6,6.372005492,3
3.98767E+17,1974888,1612043,25,6,27,72564,450,275,8,17,3,5,3,2,1,67,6,1,6,1,1,1,1,7,7,1,7,2,0,5,6,0,0,0,0.5,3.4,0.615384615,7,1,0,0,1,0,0,0,1,0,0,3,4,4,3,2,1,0,0,0,0,0,8,6,3
4.16701E+18,577974,93011,25,5,2,35917,380,304,35,3,4,4,3,6,4,53,2,2,4,1,1,1,1,7,5,6,5,1,1,3,6,0,0,0,0.5,1.633333333,3.692307692,5.5,1,0,1,1,0,0,0,1,0,0,3,1,3,3,2,0,0,0,0,0,0,9,9,3
5.27471E+18,623941,144515,25,8,16,22696,1400,0,9,20,1,5,3,6,5,64,6,5,6,1,1,1,1,7,6,5,7,2,0,6,7,0,1,0,0.5,1.866666667,2.269230769,4.5,1,0,0,1,0,0,0,1,0,0,2,5,5,3,1,0,0,0,0,0,0,8,6,3
3.30618E+18,695496,258274,25,3,18,56747,750,600,65.65276963,45.36209494,2,4,2,2,4,68,7,1,4,1,1,1,1,7,7,6,6,2,1,4,6,0,0,0,0.5,1.466666667,2.153846154,4,1,0,1,1,0,0,0,0,1,0,3,0,0,3,2,1,1,0,1,0,0,6,6.372005492,3
4.27035E+18,542215,157040,25,2,11,84997,429,200,3,3,5,5,3,6,4,65,6,2,6,1,1,1,1,7,7,6,6,1,1,6,5,0,0,0,0.5,1.2,2.961538462,4,1,0,1,1,0,0,0,0,1,0,3,4,5,3,2,1,1,0,0,0,1,10,7,3
6.09449E+18,397128,223894,25,4,13,54641,110,22,99,12,6,5,3,5,2,66,6,2,4,1,1,1,1,7,6,6,5,2.146120916,0,5,6,0,0,0,0.5,1.966666667,2.884615385,5.5,1,0,0,1,1,0,0,1,0,0,4,5,3,3,2,0,0,0,0,0,0,10,10,3
1.75459E+17,501506,128065,25,6,8,23057,125,110,94,38,5,6,4,4,2,66,6,3,6,1,1,1,1,7,5,6,5,2,1,5,6,0,0,0,0,1.466666667,2.153846154,7.5,1,0,1,1,1,0,0,1,0,0,3,3,1,3,2,0,0,0,0,0,1,4,6,3
7.14321E+18,410111,114525,25,4,11,72836,775,600,12,3,5,5,2,5,1,56,2,4,4,1,1,1,1,7,5,6,7,2,1,4,6,0,0,1,0.5,0.033333333,2.269230769,5.5,1,0,1,1,0,0,0,0,1,0,3,2,5,3,2,1,0,0,0,0,1,10,6,3
8.37724E+18,893446,624381,25,7,7,35720,410,328,2,1,5,4,4,5,1,66,7,1,7,1,1,1,1,7,7,6,7,2,2,4,6,0,0,1,0.5,0.9,0.692307692,7,1,0,1,1,0,0,0,1,0,0,4,3,5,3,3,1,1,0,0,0,1,10,6,3
5.11491E+18,639231,242878,25,5,19,100000,534,427,3,45.36209494,4,5,2,1,2,63,6,1,7,1,1,1,1,7,6,5,7,3,0,5,6,0,1,0,0,1.1,1.615384615,4,1,0,0,1,0,0,0,0,1,0,4,4,4,3,2,2,1,0,0,0,0,6,6.372005492,3
2.58293E+18,1035847,655868,25,9,70,100000,2399,1400,99,3,4,5,2,5,2,68,3,2,4,1,1,1,1,7,6,4,7,3,0,2,7,0,0,1,0.5,0.766666667,0.769230769,4.5,1,0,0,1,0,0,0,1,0,0,3,3,1,3,2,0,0,0,0,0,0,10,8,3
7.1467E+18,487445,143140,25,3,1,16703,622,454,12,1,4,6,5,4,4,43,5,2,5,1,1,1,1,7,6,4,5,2,0,4,5,0,0,0,0.5,3.133333333,4.538461538,3.5,1,0,0,1,0,0,0,0,1,0,3,3,4,3,2,0,0,0,0,0,0,9,8,3
6.07953E+18,425531,101849,25,8,15,80620,527,474,5,14,2,4,3,3,4,53,7,2,6,1,1,1,1,7,7,4,7,2,0,5,5,0,0,1,0,1.6,1.615384615,5.5,1,0,0,1,0,0,0,1,0,0,2,4,5,3,2,1,0,0,0,0,0,10,10,3
2.23273E+17,452753,196767,25,2,13,62788,465,372,99,4,2,5,3,5,2,67,6,2,7,1,1,1,1,7,7,4,7,2,1,3,6,0,0,1,0.5,0.966666667,3.115384615,4,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,1,1,0,1,0,0,10,6,3
4.35916E+18,553172,253928,25,4,8,40279,0,0,11,4,2,4,3,3,4,48,7,1,7,1,1,1,1,7,7,7,7,2,0,5,6,0,0,0,0.5,1.566666667,2.076923077,6,1,0,0,1,0,0,0,0,1,0,3,5,5,4,2,1,0,0,0,0,0,10,7,3
5.17868E+18,561141,259778,25,9,12,22696,462,310,36,77,2,6,4,6,4,65,4,1,7,1,1,1,1,7,6,4,4,3,0,5,7,0,0,0,4,1,0,7,1,0,0,1,0,0,0,1,0,0,3,3,2,3,1,0,0,0,0,0,0,2,3,3
5.26562E+18,505921,104266,25,4,12,96894,605,333,8,4,5,5,2,3,5,63,6,1,4,1,1,1,1,7,6,4,6,2,1,6,6,0,0,1,0,1.1,1.615384615,4,1,0,1,1,0,0,0,0,1,0,3,3,4,3,2,0,0,0,0,0,0,10,8,3
4.14247E+18,500272,73486,25,3,15,75699,278,0,18,25,4,4,2,3,4,62,7,1,6,1,1,1,1,7,7,4,6,2,0,4,7,0,0,0,0.5,1.633333333,1.615384615,3.5,1,0,0,1,0,0,0,1,0,0,3,0,4,3,1,1,0,0,0,0,0,6,6,3
6.93976E+18,1414081,935174,25,1,36,100000,2250,0,3,3,3,4,2,5,4,63,6,2,7,1,1,1,1,7,6,5,5,3,0,5,5,0,0,0,3,3.066666667,2.615384615,4,1,0,0,1,0,0,0,0,1,0,4,3,5,3,2,1,0,0,0,0,0,10,9,3
6.19205E+18,383434,301322,25,9,6,15132,0,0,99,48,5,6,6,6,3,28,5,2,6,7,1,1,1,1,6,5,3,2.146120916,1,2,6,0,0,0,0,0,0,4.5,0,0,1,1,0,0,0,1,0,0,3,5,4,2,2,0,0,0,0,0,0,9,6,3
2.28368E+18,498888,90405,25,5,20,57910,840,588,12,6,2,5,5,5,5,62,6,2,7,1,1,1,1,7,6,4,4,2,2,1,7,0,0,1,0,1.766666667,1.923076923,4,1,0,1,1,0,0,0,1,0,0,3,4,5,3,1,1,0,0,0,0,0,8,7,3
6.55512E+18,510116,139929,25,5,9,86212,700,215,12,11,2,5,3,1,3,55,3,1,7,1,1,1,1,7,6,4,7,3,2,3,7,0,1,1,1.5,1.933333333,2.769230769,5,1,0,1,1,0,0,0,1,0,0,4,5,4,3,1,1,0,0,0,0,0,9,5,3
8.2757E+18,588247,188331,25,5,11,71326,370,296,2,2,4,5,3,3,4,48,6,2,4,1,1,1,1,7,6,6,6,2,1,4,6,0,0,0,0.5,1.566666667,2.076923077,5,1,0,1,1,0,0,0,0,1,0,4,4,5,3,1,1,0,0,0,0,0,10,7,3
7.88722E+17,448649,206877,25,7,14,79784,400,350,1,2,4,4,4,2,2,55,7,2,6,1,1,1,1,7,7,4,7,2,1,5,5,0,0,1,1.5,1.933333333,2.769230769,4,1,0,1,1,0,0,0,1,0,0,3,0,4,3,1,1,0,0,0,0,0,10,5,3
3.67364E+16,548081,207854,25,3,19,50340,742,593,99,2,4,4,3,4,5,55,7,1,7,1,1,1,1,7,7,4,7,3,1,3,6,0,0,0,3.5,2.766666667,2.538461538,5.5,1,0,1,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,0,0,0,10,6,3
1.58024E+18,463288,150987,25,8,47,100000,1475,855,86,41,4,4,4,5,4,53,6,2,4,1,1,1,1,7,6,5,3,2,1,1,7,0,0,0,1.5,1.633333333,2.076923077,6.5,1,0,1,1,0,0,0,1,0,0,3,4,5,3,1,1,0,0,1,0,0,7,9,3
8.56458E+18,626797,171632,25,4,14,100000,520,416,3,2,4,5,1,3,4,67,3,3,3,1,1,1,1,7,6,4,3,2,1,5,6,0,0,1,0,1.1,1.615384615,5.5,1,0,1,1,0,0,0,0,1,0,2,5,5,3,2,0,0,0,0,1,0,10,7,3
2.2056E+18,1474600,1271724,25,5,45,1111,1065,545,99,2,3,4,4,2,2,67,6,1,4,1,1,1,1,7,7,6,7,3,0,4,4,0,0,0,0.5,3.5,2,6,1,0,0,1,0,0,0,1,0,0,3,5,5,3,2,0,0,0,0,0,0,10,6,3
8.54404E+18,657881,68429,25,8,2,17558,1219,877,13,5,1,6,5,5,3,43,5,1,7,1,1,1,1,7,7,4,5,2,1,3,5,0,0,0,0.5,1.666666667,3.461538462,5.5,1,0,1,1,0,0,0,0,1,0,3,1,3,3,2,0,0,0,0,1,0,8,8,3
3.34391E+18,511643,97070,25,6,7,36424,640,400,11,3,3,4,3,2,3,51,1,3,4,1,1,1,1,7,4,6,6,2,0,4,6,0,0,0,0,1.933333333,3.538461538,6,1,0,0,1,0,0,0,1,0,0,3,2,3,3,1,0,0,0,1,0,0,10,6,3
1.95219E+18,538773,207609,25,9,8,28752,247,159,12,4,2,6,4,2,1,62,6,1,7,1,1,1,1,7,7,7,3,3,1,3,5,0,0,1,0.5,1.833333333,2.076923077,6.5,1,0,1,1,0,0,0,1,0,0,2,3,5,3,2,1,0,0,0,0,0,9,9,3
3.77156E+18,667629,351704,25,5,5,63660,0,0,3,1,5,5,3,3,4,67,5,2,4,1,1,1,1,7,5,2,5,2.146120916,1,1,7,0,0,0,0.5,1.766666667,3.076923077,5,1,0,1,1,0,0,0,1,0,0,3,3,3,3,2,0,0,0,1,0,0,10,6,3
7.78184E+18,1091097,424605,25,1,6,67831,145,0,3,3,4,5,3,2,4,67,6,1,7,1,1,1,1,7,7,6,2,2,0,3,6,0,0,0,0.5,4.233333333,0.346153846,4,1,0,0,1,0,0,0,1,0,0,2,3,5,3,2,0,0,0,0,0,0,10,6,3
8.75312E+18,484351,158491,25,5,10,79684,434,347,6,13,4,3,4,5,4,61,7,1,7,1,1,1,1,7,7,4,3,2,1,4,6,0,0,1,0,1.166666667,2.961538462,4,1,0,1,1,0,0,0,0,1,0,3,5,2,3,2,1,2,0,0,0,0,8,9,3
3.90748E+17,996175,552896,25,7,37,100000,1215,800,3,3,2,4,2,5,1,67,6,1,7,1,1,1,1,7,6,7,6,2,0,5,5,0,0,0,0.5,1.7,2.384615385,5.5,1,0,0,1,0,0,0,1,0,0,3,5,5,3,1,1,0,0,0,0,0,10,8,3
8.18354E+18,516256,166084,25,2,9,32913,530,424,8,3,4,5,3,2,4,66,6,1,3,1,1,1,1,7,6,7,3,2,0,4,5,0,0,0,0.5,1.766666667,3.076923077,4,1,0,0,1,1,0,0,0,1,0,3,5,5,3,2,1,1,0,1,0,0,10,6,3
1.14578E+18,552251,94432,25,4,3,15801,246,202,17,13,4,4,3,6,2,38,1,3,6,1,1,1,1,7,4,6,2,2,0,3,6,0,0,0,0.5,1.6,3.923076923,4.5,1,0,0,1,0,0,0,1,0,0,3,0,2,3,2,0,0,0,1,0,0,6,7,3
3.68317E+18,516646,273573,25,6,13,58412,315,165,99,19,3,4,2,2,4,65,6,2,6,1,1,1,1,7,7,6,7,2,1,4,4,0,0,0,2.5,1.6,2.846153846,5,1,0,1,1,0,0,0,0,1,0,3,4,3,3,2,0,0,0,0,0,0,9,9,3
3.53723E+17,450361,131942,25,4,14,68886,230,207,65.65276963,2,4,5,3,5,2,52,6,3,7,1,1,1,1,7,6,6,7,2,0,6,4,0,0,0,0.5,1.5,1.884615385,3.5,1,0,0,1,0,0,0,1,0,0,4,0,0,3,2,1,0,0,0,0,0,10,8,3
6.83513E+18,423756,106623,25,2,14,74385,850,400,6,4,6,4,3,3,2,67,4,3,4,1,1,1,1,7,5,3,7,2,1,4,7,0,0,1,5,2.233333333,2.653846154,4.5,1,0,1,1,0,0,0,1,0,0,3,2,4,3,2,0,0,0,1,0,0,10,9,3
8.57757E+18,452267,70869,25,2,13,19714,322,220,11,4,4,5,2,2,2,53,1,4,3,1,1,1,1,7,4,4,7,2,0,4,5,0,0,1,1.5,1.266666667,2.153846154,5.5,1,0,0,1,1,0,0,0,1,0,2,5,3,3,3,0,0,0,0,0,0,10,7,3
3.76254E+18,631274,391915,25,7,43,86708,599,150,47,66,4,5,2,1,2,59,4,4,4,1,1,1,1,7,5,3,6,2,0,6,4,1,0,0,0,1.533333333,2.076923077,4.5,1,0,0,1,1,0,0,0,1,0,2,2,5,3,2,0,0,0,1,0,0,7,6,3
8.69243E+18,472733,101058,25,6,5,25338,355,284,95,95,7,5,2,5,4,68,3,1,7,1,1,1,1,7,6,7,4,2,0,3,5,0,0,0,0.5,1.766666667,3.076923077,6.5,1,0,0,1,0,0,0,1,0,0,3,0,0,3,2,1,0,0,0,0,1,3,3,3
7.49359E+18,553766,205617,25,3,5,18593,235,235,5,13,3,5,6,5,3,49,6,2,6,1,1,1,1,7,7,6,5,3,1,2,5,0,1,0,0.5,1.466666667,3.384615385,7,1,0,1,1,0,0,0,1,0,0,3,4,4,3,2,0,0,0,0,0,0,10,10,3
8.66269E+18,518764,209205,25,3,19,100000,850,499,2,1,6,5,2,5,4,63,6,1,7,1,1,1,1,7,6,4,3,2.146120916,0,3,7,0,0,0,0.5,0.833333333,1.807692308,4.5,1,0,0,1,0,0,0,1,0,0,3,2,5,3,2,1,0,0,0,0,0,9,7,3
7.81283E+18,558322,239207,25,9,2,11919,0,0,92,65,1,7,6,6,6,42,3,5,6,1,1,1,1,7,4,2,6,2,1,3,6,0,0,0,3.5,3.4,3.423076923,6,0,0,1,1,1,0,0,1,0,0,2,3,0,4,3,0,0,0,1,0,0,6,4,3
8.29758E+18,895445,446449,25,4,19,100000,0,0,3,2,4,4,2,3,2,63,7,2,6,1,1,1,1,7,7,4,7,1,1,3,6,0,0,0,0.5,1.7,0,5,1,0,1,1,0,0,0,0,1,0,2,5,5,3,2,1,0,0,0,0,0,10,8,3
1.90516E+18,688213,399505,25,4,15,19252,1005,753,99,2,2,5,3,3,4,69,6,1,7,1,1,1,1,7,6,7,7,2,1,5,7,0,0,1,2,2.066666667,1.923076923,5,1,0,1,1,0,0,0,1,0,0,2,2,5,3,2,1,0,0,0,0,0,10,6,3
8.99685E+18,736272,458398,25,6,3,30891,288,228,20,25,4,4,3,2,4,60,6,2,3,1,1,1,1,7,5,7,3,2,0,3,7,0,0,1,0.5,1.466666667,3,4.5,1,0,0,1,0,0,0,1,0,0,4,0,4,3,2,0,0,0,0,0,0,3,4,3
7.5111E+18,491109,153942,25,1,20,94214,889,711,3,1,6,4,3,3,4,68,7,2,7,1,1,1,1,7,7,4,7,1,1,6,6,0,0,0,4,2.766666667,2.076923077,4,1,0,1,1,0,0,0,0,1,0,3,3,5,3,2,1,0,0,0,0,0,10,6,3
2.7736E+18,428851,90790,25,5,7,28871,226,240,64,41,2,5,4,5,5,58,2,1,4,1,1,1,1,7,5,6,6,3,1,3,5,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,1,0,4,3,4,3,3,0,0,0,1,0,0,5,10,3
5.19676E+18,928861,395070,25,3,61,100000,2765,1935,97,89,4,4,3,5,5,67,5,1,6,1,1,1,1,7,6,6,3,3,1,2,7,0,0,1,1.5,0.1,2.692307692,4,1,0,1,1,0,0,0,1,0,0,3,5,4,3,2,1,0,0,1,0,0,2,2,3
5.68623E+18,519850,80357,25,2,9,68574,455,0,17,1,2,4,3,6,2,67,5,1,4,1,1,1,1,7,6,5,2,1,2,3,7,0,0,1,0,3.233333333,3,4,1,1,1,1,0,0,0,1,0,0,3,5,5,3,2,1,0,0,0,0,0,10,7,3
5.61016E+18,434886,24472,25,5,7,28346,565,452,1,10,3,5,5,3,4,50,3,1,7,1,1,1,1,1,7,6,6,2,3,3,7,0,0,1,2.5,2.6,2.038461538,5,1,1,1,1,0,0,0,0,1,0,4,3,5,3,2,1,1,0,1,0,0,10,9,3
1.31754E+18,1525897,1110404,25,9,38,66205,0,0,4,16,6,4,2,2,2,50,6,1,7,1,1,1,1,7,6,4,6,3,0,5,6,0,0,0,0.5,1.566666667,2.076923077,7,1,0,0,1,0,0,0,1,0,0,3,4,5,4,1,0,0,0,0,0,0,10,9,3
1.32394E+18,898105,581319,25,8,43,1111,1200,500,3,1,1,5,6,5,3,68,5,2,7,1,1,1,1,7,6,6,7,3,0,5,6,0,0,0,0.5,3.333333333,3.846153846,4.5,1,0,0,1,0,0,0,1,0,0,2,0,5,3,2,0,0,0,0,0,0,10,6,3
5.46302E+18,443308,253552,25,9,3,18257,140,137,15,20,6,4,3,5,2,42,1,3,6,1,1,1,1,7,4,6,3,2,0,4,6,0,0,1,0.5,1.833333333,2.653846154,6,1,0,0,1,0,0,0,1,0,0,4,5,3,3,2,0,0,0,1,0,0,9,9,3
7.28159E+18,485997,129674,25,3,10,36781,950,984,57,16,6,6,3,4,6,50,4,3,4,1,1,1,1,7,5,6,4,2,1,4,7,0,0,0,0.5,1.833333333,2.115384615,4.5,1,0,1,1,0,1,1,1,0,0,3,4,5,3,2,1,0,0,0,0,0,9,8,3
2.78402E+17,537498,320845,25,4,5,37557,0,0,11,4,4,6,2,2,2,66,5,3,6,1,1,1,1,7,6,5,5,2,0,4,5,0,0,0,1,1.666666667,3.692307692,5,1,0,0,1,0,0,0,1,0,0,3,5,2,4,3,0,0,0,1,0,0,10,8,3
1.80154E+18,410389,135732,25,4,40,100000,367,293,3,2,5,4,3,5,5,66,5,1,7,1,1,1,1,7,6,5,4,1,1,1,6,0,0,1,0.5,1.566666667,2.076923077,4.5,1,0,1,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,0,0,1,10,7,3
3.92601E+18,485300,114846,25,1,20,90896,452,452,1,10,3,5,3,3,2,67,6,1,6,1,1,1,1,7,7,7,6,2,2,3,5,0,1,1,0.5,0.033333333,4.192307692,5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,1,1,0,1,0,0,10,9,3
4.30225E+18,732498,323174,25,5,9,71439,0,0,3,18,5,5,1,3,1,50,6,3,7,1,1,1,1,7,5,3,5,2,1,6,6,0,0,0,0.5,0.766666667,0.5,5,1,0,1,1,1,0,0,1,0,0,2,5,5,4,2,0,0,0,0,0,1,10,8,3
4.56596E+18,498949,178119,25,9,10,69379,163,122,5,13,3,5,3,3,4,54,3,1,6,1,1,1,1,7,7,6,6,3,0,6,6,0,0,0,1,1.133333333,2.076923077,7,1,0,0,1,0,0,0,1,0,0,2,4,4,3,2,1,0,0,0,0,0,10,10,3
8.76791E+17,669352,254874,25,7,18,73956,1125,900,4,2,3,5,2,5,2,68,5,3,6,1,1,1,1,7,6,6,3,2,0,5,7,0,0,0,0.5,2.066666667,1.346153846,4.5,1,0,0,1,0,0,0,1,0,0,3,3,5,3,2,0,0,0,0,0,0,10,7,3
3.25099E+18,682726,92398,25,5,13,63759,740,500,11,4,5,5,3,1,1,55,5,2,3,1,1,1,1,7,7,6,6,3,1,4,5,0,0,0,1,1.6,2.076923077,5.5,1,0,1,1,0,0,0,1,0,0,3,5,4,3,2,2,0,0,0,0,1,10,8,3
8.89316E+18,984409,661998,25,1,4,43412,177,141,8,3,4,5,2,2,1,67,6,3,6,1,1,1,1,7,5,4,7,2,0,6,4,0,0,0,0.5,1.566666667,2.076923077,5,1,0,0,1,0,0,0,1,0,0,3,4,4,3,2,0,0,0,0,0,0,10,8,3
8.54731E+18,514230,117066,25,4,14,70779,400,360,5,14,6,5,2,2,5,53,3,4,6,1,1,1,1,7,6,3,6,1,0,6,6,0,0,0,0.5,1.466666667,2.153846154,5.5,1,0,0,1,0,0,0,1,0,0,2,5,4,3,2,1,0,0,1,0,0,10,10,3
7.61715E+18,484247,71184,25,8,9,19959,0,0,7,26,2,5,4,2,2,50,3,2,7,1,1,1,1,7,6,7,3,3,2,3,6,0,0,1,2.5,2.366666667,1.807692308,7,1,0,1,1,0,0,0,1,0,0,3,5,4,4,2,0,0,0,0,0,0,9,8,3
7.76766E+18,492995,112318,25,7,-2,29461,433,346,15,10,1,4,6,4,4,58,7,5,7,1,1,1,1,7,7,6,6,2,0,6,5,0,0,0,3.5,1.2,0.5,6,1,0,0,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,0,0,0,9,7,3
1.15385E+18,515964,85117,25,4,11,78306,580,295,4,13,3,4,3,5,4,67,7,1,7,1,1,1,1,7,7,2,1,1,1,4,5,0,0,0,1.5,1.533333333,2.153846154,5.5,1,0,1,1,0,0,0,0,1,0,3,5,3,3,2,1,0,0,0,0,0,10,10,3
9.18714E+18,423400,147179,25,2,10,65257,0,0,3,14,6,5,3,2,4,50,6,2,4,1,1,1,1,7,6,7,5,2,0,5,7,0,0,0,0,1.533333333,2.076923077,4.5,1,0,0,1,0,0,0,1,0,0,3,1,5,4,2,1,0,0,0,0,0,8,10,3
7.51826E+18,486644,135129,25,6,6,27340,148,0,25,4,5,6,4,2,6,63,5,1,6,1,1,1,1,7,6,7,5,3,0,3,6,0,0,0,0.5,1.566666667,3.5,6.5,1,0,0,1,0,0,0,1,0,0,2,3,4,4,2,0,0,0,0,0,1,10,7,3
4.13361E+18,623990,123929,25,5,10,29395,1050,840,65.65276963,45.36209494,3,6,6,6,3,43,5,2,7,1,1,1,1,7,7,6,3,3,2,1,5,0,0,1,5,4.133333333,1.692307692,5.5,1,0,1,1,0,0,0,0,1,0,3,0,0,3,2,1,0,0,0,0,0,6,6.372005492,3
8.77139E+18,520414,67565,25,2,5,19133,412,330,12,2,2,6,6,4,5,43,7,1,7,1,1,1,1,7,7,6,6,2,0,4,6,0,0,0,0.5,1.7,2.307692308,5.5,1,0,0,1,0,0,0,1,0,0,2,5,3,3,2,1,0,0,0,0,0,10,6,3
8.8118E+18,451559,168298,25,5,41,16324,525,420,83,21,3,5,5,4,4,53,6,5,6,1,1,1,1,7,6,6,5,3,1,5,5,0,0,0,0.5,1.4,2.769230769,5.5,1,0,1,1,0,1,1,1,0,0,3,1,4,3,3,0,0,0,0,0,0,8,5,3
4.39067E+18,652058,171956,25,3,29,100000,1065,852,10,10,4,4,3,2,2,57,6,1,7,1,1,1,1,7,7,4,7,2,0,6,7,0,0,0,0,1.633333333,2.884615385,4.5,1,0,0,1,1,0,0,1,0,0,3,5,5,3,2,0,0,1,0,0,0,9,9,3
1.37098E+18,494561,165268,25,3,11,32905,417,322,13,3,3,4,5,5,2,68,7,4,6,1,1,1,1,7,7,5,5,3,1,6,6,0,0,1,0,1.6,3.692307692,5,1,0,1,1,0,0,0,1,0,0,3,0,5,3,3,1,0,0,0,0,0,10,8,3
3.18867E+18,475555,225067,25,5,13,39636,850,637,3,10,2,5,3,3,2,63,6,2,6,1,1,1,1,7,6,4,7,2,1,3,7,0,0,0,1.5,1.533333333,2.846153846,5,1,0,1,1,0,0,0,1,0,0,3,5,4,3,2,1,0,0,1,0,0,10,9,3
4.66806E+18,818407,424148,25,5,23,73428,467,374,99,3,3,4,3,5,2,68,7,2,7,1,1,1,1,7,7,3,6,3,1,4,6,0,0,0,0.5,2.066666667,1.346153846,4,1,0,1,1,0,0,0,1,0,0,2,4,5,3,2,1,0,0,0,0,0,10,6,3
1.15459E+18,485047,99521,25,3,15,86634,713,536,2,1,4,5,4,2,1,49,6,2,4,1,1,1,1,7,6,4,1,2,0,3,5,0,0,0,0.5,1.466666667,2.846153846,6,1,0,0,1,0,0,0,1,0,0,3,4,5,3,2,0,0,0,0,1,0,10,6,3
7.2684E+18,748140,279005,25,2,13,47701,955,323,8,4,1,5,2,6,2,53,6,3,7,1,1,1,1,1,6,6,7,2.146120916,0,5,6,0,0,0,3,1.633333333,2.153846154,5,1,0,0,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,0,1,0,10,8,3
5.86325E+18,708544,302034,25,3,25,95161,850,417,13,3,5,3,4,2,4,68,7,1,7,1,1,1,1,7,7,5,7,1,1,3,7,0,0,0,0.5,1.066666667,2.807692308,5,1,0,1,1,0,0,0,1,0,0,4,5,5,3,2,1,0,0,0,0,1,10,6,3
1.73504E+18,582410,350681,25,4,13,41146,980,784,3,3,2,5,4,3,4,54,6,3,6,1,1,1,1,7,6,6,4,2,2,6,7,1,1,0,1.5,0.733333333,2.307692308,5,1,0,1,1,0,0,0,1,0,0,3,5,5,3,1,0,0,0,0,0,0,10,8,3
5.00956E+18,1757042,1251625,25,4,61,98674,0,0,3,3,3,3,3,2,3,55,7,3,6,1,1,1,1,7,7,4,7,3,1,6,4,0,0,1,0,1.7,2.846153846,5.5,1,0,1,1,0,0,0,1,0,0,3,1,4,3,2,1,0,0,1,0,0,10,7,3
3.84771E+18,508258,123336,25,5,17,71345,1158,926,1,10,4,4,5,5,5,68,7,1,7,1,1,1,1,7,7,6,4,2,1,4,7,0,0,0,1,1.6,2.076923077,5,1,0,1,1,1,0,0,1,0,0,3,5,5,3,1,1,0,0,0,0,0,10,10,3
