df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_spendex_plus_v3,spd_home_purchase_price,spd_mortgage_amount,spd_spendex_education_v3,spd_charity_sd_highdollar_v2,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,exp_financial_major_credit_card_user,exp_financial_premium_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_decision_maker,spd_bc_loc_hbb_office,spd_bc_prof_manager,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_corp_leader,spd_jobs_sd_retired,spd_jobs_sd_student,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_children_in_hh_v2,spd_lt_senior_adult_in_hh_v2,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_investments_v2,spd_children_prod_back_school_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_surfers,spd_sd_homeowner_prob_v2,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_cc_premium,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
2272682544578442998,188452,27063,35,7,3,14402,0,0,851,4,99,47,32,50,4,5,4,6,6,46,3,3,5,7,3,3,3,4,7,4,3,2,5,4,1,1,0,0,4.2,3.8846153846153846,6.5,1,1,0,0,1,0,0,1,0,4,3,0,0,0,0,0,0,7,9,2
8196280858391113444,148655,16232,35,5,2,15594,169,159,861,6,35,38,63,20,7,6,4,4,6,57,2,2,6,5,2,2,4,5,5,1,3,1,3,5,0,1,0,4,6.6,7.1923076923076925,5,1,1,0,0,0,1,0,3,3,3,3,0,1,0,0,0,1,8,9,2
2115993353615391372,336223,89806,35,4,3,21094,226,214,1164,5,54,45,65,44,4,6,4,4,2,46,6,1,7,7,2,3,3,6,3,2,2,2,3,6,0,0,1,2,4.9,5.8076923076923075,5,1,1,0,0,1,0,0,3,0,3,2,0,0,0,0,0,0,3,3,2
4646568060348500608,185887,50299,36,1,22,74813,350,280,9606,5,11,3,4,3,1,4,4,4,4,86,7,6,6,4,3,4,3,3,1,2,2.1461209161761494,2,5,5,1,1,0,5,3.2,3.8461538461538463,7,1,1,1,0,1,0,0,2,5,3,3,1,0,0,0,0,0,10,6,2
3066853970552967784,211362,36840,38,8,3,25596,0,0,1566,4,12,15,12,18,5,5,4,6,3,54,1,3,3,4,2,3,4,5,3,1,3,1,2,6,0,0,1,5,4.333333333333333,1.1538461538461537,6.5,1,1,0,0,1,0,0,3,3,5,2,0,0,0,1,0,0,9,7,2
7630903541614217879,190928,33822,38,7,2,20537,0,0,1134,4,79,55,54,75,1,4,4,4,4,39,1,6,2,5,3,2,3,6,2,3,3,2,4,3,0,1,0,5,5.166666666666667,8.115384615384615,6.5,1,0,1,0,1,0,0,2,0,4,3,0,0,0,0,1,0,5,8,2
3710435738357419835,172123,24918,38,5,11,25138,274,266,3228,4,27,34,60,45,4,5,4,6,6,80,6,2,7,3,2,3,2,5,6,2,3,1,4,4,0,0,0,4.5,3.4333333333333331,3.1923076923076925,5,1,0,0,0,1,0,0,3,2,3,1,0,0,0,0,0,0,7,10,2
7718132962020420324,128979,32682,39,2,14,52006,0,0,6678,4,58,58,65,77,4,5,4,6,5,53,6,2,4,5,3,2,2,5,3,6,2.1461209161761494,1,3,7,0,0,0,4.5,6.0666666666666664,3.9230769230769229,4,1,1,1,0,0,1,0,2,5,4,2,1,0,0,0,1,0,4,4,2
5643419800039142301,274707,63425,40,1,4,22438,356,345,2881,6,2,20,58,8,6,5,4,5,6,92,3,2,6,4,1,1,1,1,4,5,2.1461209161761494,2,2,5,1,1,0,5,5.8,4.6923076923076925,4,1,1,1,0,1,0,0,4,4,3,2,0,1,0,0,0,0,6,10,2
2000628327513676509,340411,92189,41,5,10,28387,0,0,3645,5,5,21,14,13,5,3,4,5,5,47,4,2,4,3,2,3,3,4,4,2,2,2,1,5,0,1,0,0,5.8666666666666663,3.5769230769230771,5,1,1,1,0,0,1,0,3,5,4,2,1,1,0,1,0,0,8,9,2
7650166123607101611,238792,54030,41,3,11,33325,349,279,4279,6,6,13,3,11,5,5,4,3,4,103,6,1,7,4,3,4,4,4,5,2,1,2,1,5,0,1,1,5,4.5666666666666664,1.8846153846153846,5.5,1,1,1,0,0,1,0,3,4,3,2,1,1,0,1,0,0,9,9,2
5682875852190262226,134071,24608,41,8,2,15804,0,0,637,2,74,46,52,49,3,7,4,6,2,50,5,3,5,4,3,2,4,5,1,2,2.1461209161761494,1,3,4,0,0,1,3.5,6.6333333333333337,5.9230769230769234,6,1,1,1,0,1,0,0,1,4,4,3,0,0,0,0,1,0,6,9,2
4886082628869861854,237245,82530,42,9,11,20286,309,0,1242,6,52,42,50,46,1,5,4,6,2,68,6,3,7,7,2,2,4,4,5,1,2.1461209161761494,1,3,4,0,0,1,3.5,3.1,3.0384615384615383,5,1,0,0,0,0,1,0,4,4,3,2,0,1,0,0,0,0,5,9,2
4415466611751633433,230359,36267,42,5,9,69439,555,555,8916,6,99,4,1,3,5,2,4,3,2,96,7,1,7,6,2,4,3,4,4,3,1,1,1,4,0,1,0,5,6.4333333333333336,4.2307692307692308,5,1,1,0,0,0,1,0,3,5,3,2,1,2,0,0,0,1,10,6,2
5680246216998203819,211606,50869,43,7,6,56620,419,0,7270,6,99,22,19,57,5,5,4,3,4,104,5,2,6,4,4,3,4,4,4,3,2.1461209161761494,2,1,4,0,1,1,4.5,1,2.8846153846153846,8,1,1,1,0,0,1,0,1,1,3,2,0,1,0,1,0,0,9,7,2
1284610984682964709,206865,51174,47,4,7,28212,275,284,1933,5,67,72,68,56,6,4,4,4,4,76,7,2,7,6,3,4,2,2,1,6,2,2,2,4,0,0,1,0,5.3666666666666663,2.8846153846153846,4.5,1,1,1,0,0,1,0,2,0,3,3,1,0,0,0,0,0,3,5,2
4070985586223641779,167783,88419,47,6,4,28249,380,381,1935,5,41,25,14,23,5,6,4,5,5,63,6,4,7,5,1,7,1,1,3,3,2.1461209161761494,1,3,5,0,0,0,5.5,4.4333333333333336,2.8846153846153846,5.5,1,0,0,0,0,1,0,2,3,3,2,0,0,0,0,0,0,9,5,2
4820472458482717931,286744,20129,48,2,24,61154,530,424,7852,6,65.652769628630836,35,44,23,5,3,4,4,3,100,7,2,7,4,1,1,1,1,3,2,2,3,3,3,0,0,1,5,3.8,3.6153846153846154,4,1,1,1,0,0,1,0,4,0,3,2,2,1,0,0,0,1,9,9,2
4579966284478118539,247066,80189,49,8,15,75321,0,0,9671,6,4,21,24,4,5,3,4,5,7,79,5,2,4,4,2,3,3,3,1,7,2.1461209161761494,1,4,4,0,0,1,3.5,2.8333333333333335,1.5,5.5,1,0,0,0,0,1,0,3,4,4,1,0,0,0,0,0,1,9,5,2
3637986455149763999,305969,106997,51,4,2,20670,0,0,1141,4,99,4,1,6,2,4,4,3,6,67,5,4,4,4,3,4,5,2,4,4,3,0,5,4,0,0,0,0,2.3,1.5769230769230769,5.5,1,0,0,0,1,0,0,4,4,3,2,0,1,0,1,0,0,10,6,2
7799464761387642060,214762,36977,51,5,9,22072,0,0,1512,4,38,46,32,45,5,4,4,5,5,68,5,2,7,3,2,3,2,3,3,5,1,0,3,5,0,0,0,3.5,2.4333333333333331,2.9615384615384617,6,1,0,0,0,1,0,0,2,4,4,1,1,0,0,1,0,0,7,10,2
870161232711738429,244089,127571,52,7,16,90219,0,0,11584,5,2,17,12,3,5,5,4,6,6,77,6,1,6,6,2,5,3,3,3,4,2.1461209161761494,0,2,5,0,0,1,4.5,2.9333333333333331,2.3846153846153846,6,1,0,0,0,1,0,0,3,5,1,2,1,2,0,0,0,1,10,6,2
8997253219110891,130123,17393,52,2,7,23749,0,0,1627,3,43,37,51,30,6,3,4,5,4,51,4,1,6,5,4,3,2,3,4,1,1,0,3,2,0,0,0,4,1.4,3.7692307692307692,4,1,0,0,0,1,0,0,3,0,5,2,0,0,0,0,1,0,4,8,2
7931306218940734914,130450,20548,52,4,6,28211,143,143,1932,6,35,30,36,23,5,4,4,3,5,67,1,4,4,2,3,4,3,2,2,4,2,1,3,4,0,0,1,2.5,2.9666666666666668,2.3846153846153846,4.5,1,0,0,0,0,1,0,3,5,3,2,0,1,0,0,0,1,10,10,2
6067385320933243661,131616,23338,53,2,3,20224,304,293,1385,6,36,19,23,35,5,4,4,2,1,69,3,2,7,4,1,1,1,1,2,7,1,0,1,2,0,0,0,0,3.3666666666666667,2.8461538461538463,3.5,1,0,0,0,0,1,0,3,4,3,3,0,2,0,0,0,1,8,6,2
1323764286207734086,194966,40256,55,6,1,15122,0,0,894,4,33,60,52,37,4,5,4,6,3,38,1,6,6,5,1,1,1,1,4,3,3,0,6,6,0,0,0,3,0.2,0,5,1,0,0,0,0,0,1,4,0,5,2,0,0,0,0,1,0,5,8,2
8557745841692985143,131079,27746,56,5,3,13550,0,0,801,5,45,78,72,65,3,3,4,5,7,45,1,5,3,4,4,3,5,3,4,2,2.1461209161761494,0,5,2,0,0,0,0,2.6333333333333333,3.1923076923076925,5,1,0,0,0,0,1,0,2,1,4,2,0,0,0,0,1,0,3,4,2
4298399141208106582,404109,26470,56.736008711097547,3,8,16630,625,638,2135,6,5,54,52,45,4,5,4,5,4,74,5,1,7,4,3,3,4,4,5,6,2.1461209161761494,0,1,4,0,0,0,0,2.5666666666666669,2.8846153846153846,4.5,1,0,0,0,0,1,0,3,4,3,2,2,0,0,1,0,0,7,8,2
5432394623067747600,221963,35754,61,6,11,26003,217,203,3339,7,60,63,48,49,5,3,4,1,6,83,1,3,6,2,6,4,5,4,5,7,1,0,6,2,0,0,1,5,1.0666666666666667,2.4615384615384617,5.5,1,0,0,0,0,1,0,2,4,3,2,1,0,0,1,0,0,7,9,2
6272619384892664317,143249,14864,62,7,3,21068,96,105,1443,6,15,11,5,11,4,2,4,2,4,65,3,4,5,2,4,5,5,2,5,3,2,0,6,1,0,0,0,3.5,1.3666666666666667,2.3846153846153846,4.5,1,0,0,0,0,1,0,3,5,3,2,0,0,0,0,1,0,9,10,2
5072386661598827062,157829,37718,63,4,5,33095,465,372,2267,4,21,24,10,20,5,2,4,7,7,81,2,5,6,3,1,1,1,1,4,7,2.1461209161761494,0,6,5,0,0,0,2.5,2.3666666666666667,3,3.5,1,0,0,0,0,0,1,4,4,3,1,0,0,0,1,0,0,8,7,2
6178420651705883323,285566,37017,65,1,21,35254,687,557,4527,6,24,45.362094939218913,44.885213728092509,44.963610962807621,5,3,4,5,4,86,1,4,6,3,5,3,4,3,4,4,3,0,7,2,0,0,0,5,3.8666666666666667,1.2692307692307692,2.5,1,0,0,0,0,1,0,1,5,3,2,2,2,0,0,1,0,6,6.3720054917352105,2
7188151266036515262,253515,45640,66,7,2,18342,396,376,1123,5,99,4,1,6,2,2,4,5,2,69,4,4,6,1,2,5,4,3,2,6,2,0,7,3,0,0,0,0,2.4666666666666668,1.9230769230769231,4,1,0,0,0,1,0,0,3,4,3,2,2,2,0,0,1,0,10,6,2
5653595862665737236,176680,44950,68,5,0,19351,0,0,1144,4,98,65,68,70,1,2,4,4,4,51,2,5,7,1,4,3,5,2,4,2,1,0,7,3,1,1,0,1.5,0.76666666666666672,3.8846153846153846,4.5,1,0,1,1,1,0,0,2,2,4,3,0,0,0,0,1,0,1,3,2
5894729746863151211,199714,44534,69,1,2,18104,285,228,1108,6,7,6,5,12,2,3,4,4,3,60,2,6,5,2,1,1,1,1,2,7,2,0,7,3,0,0,0,1.5,2.1333333333333333,2.5,2.5,1,0,0,0,0,1,0,2,4,3,2,2,0,0,1,0,0,7,8,2
8019275554360511513,270159,50148,74,5,4,6470,250,190,382,6,69,36,52,71,2,1,4,5,4,49,2,7,0,0,3,3,5,2,1,7,2.1461209161761494,0,7,2,0,1,0,0,2.1666666666666665,2.1153846153846154,4.5,1,0,0,0,1,0,0,3,5,3,3,0,0,0,1,0,0,4,3,2
2478270027833344619,52899,13881,75,2,5,21435,138,88,1468,5,97,65,32,40,3,2,4,5,4,52,3,4,0,0,3,3,5,3,2,7,2.1461209161761494,0,7,3,0,0,0,5,0.33333333333333331,0,2,1,0,0,0,1,0,0,3,2,3,1,1,0,0,0,0,0,5,5,2
309369626399303877,55872,8247,76,9,2,10246,101,0,413,4,99,36,33,24,1,2,4,1,3,46,3,7,2,1,4,4,6,3,1,4,1,0,7,3,0,0,0,0,0,0,5,1,0,0,0,1,0,0,4,1,3,2,0,0,0,0,1,0,9,10,2
2616501170224534829,360328,236373,77,9,12,36714,0,0,4714,5,2,18,25,3,1,2,4,6,5,50,3,4,0,0,2,4,6,3,3,7,1,0,7,5,0,0,0,5,0.33333333333333331,0,4,1,0,0,0,1,0,0,3,4,5,1,0,0,0,0,1,0,8,7,2
2996962103166321797,120388,40498,79,4,5,12987,395,375,890,7,12,30,63,12,2,1,4,3,1,55,7,5,7,2,1,1,1,1,3,7,3,0,7,1,0,0,0,4,1.6666666666666667,0,4,1,0,0,0,0,1,0,3,0,3,3,2,1,0,1,0,0,6,9,2
4254228197601262891,183044,44119,23,3,2,14222,0,0,785,2,11,24,18,20,3,7,5,2,4,28,4,2,2,7,2,3,2,2,4,1,3,2,3,5,0,1,1,0.5,1.9666666666666666,3.5769230769230771,7,1,0,1,0,1,0,0,2,0,5,3,0,0,0,0,1,0,6,5,2
3086635137427424058,153564,47523,23,6,4,29258,0,0,2004,3,44,70,67,31,1,6,5,4,2,53,6,5,3,7,2,3,2,6,4,2,2,1,4,5,0,0,0,0.5,1.6,4.1923076923076925,5,1,0,1,0,1,0,0,3,2,5,2,0,0,0,0,0,0,3,4,2
8185237235843137713,166104,31844,24,5,5,32911,315,252,2254,2,92,73,66,56,7,7,5,6,7,39,2,4,5,4,4,3,2,3,5,4,2,1,2,7,0,0,1,1,1.8,1.1923076923076923,6,0,0,1,0,1,0,0,2,0,3,2,0,0,0,0,0,1,4,4,2
3990577927573662860,256131,37388,25,2,4,27636,430,330,3548,6,42,17,22,18,4,5,5,2,4,49,6,6,7,7,2,3,2,3,7,6,1,1,6,7,0,0,1,0.5,1.2,1.4615384615384615,4.5,1,0,1,0,0,1,0,4,5,3,3,0,0,0,0,0,0,9,9,2
8617660945076733806,153084,42230,25,4,2,13430,0,0,794,4,91,77,73,57,1,5,5,6,4,39,3,5,3,7,2,2,2,4,4,5,2.1461209161761494,0,4,6,0,0,0,0.5,0.033333333333333333,0,4.5,1,0,1,0,1,0,0,3,2,4,3,0,0,0,0,0,0,2,6,2
1353197987941664993,169653,48566,26,4,4,16976,242,247,1039,4,81,56,63,61,2,7,5,4,4,46,5,3,7,7,1,1,1,7,5,7,1,3,3,6,1,1,0,2.5,1.5666666666666667,4.0384615384615383,7.5,1,1,1,0,0,1,0,2,2,3,3,0,0,0,0,0,0,3,4,2
8112665687134606364,273346,111251,26,3,10,32288,283,283,4146,3,30,33,27,25,2,6,5,4,7,40,6,5,3,6,2,3,3,4,7,3,2,1,6,6,0,0,0,0.5,1.7666666666666666,3.0769230769230771,6.5,0,0,1,1,1,0,0,3,4,3,2,1,0,0,0,0,0,8,9,2
7008043575299897697,400139,69980,27,7,8,29887,473,378,3837,3,14,45.362094939218913,44.885213728092509,44.963610962807621,3,6,5,5,5,67,6,1,7,6,2,3,2,4,6,3,2,2,1,7,0,1,1,1.5,2.8666666666666667,2.9615384615384617,4,1,0,1,0,1,0,0,2,4,3,2,0,0,0,0,0,0,6,6.3720054917352105,2
8747275008569209419,77702,26624,29,1,13,32886,0,0,2253,2,65.652769628630836,45.362094939218913,44.885213728092509,44.963610962807621,3,7,5,5,4,39,5,4,3,6,1,1,1,1,4,6,1,1,1,6,0,0,0,4,2.1,2.9615384615384617,5,1,0,1,0,1,0,0,2,0,5,2,0,0,0,0,1,0,6,6.3720054917352105,2
5578842698347609745,284918,56460,29,6,11,19002,230,137,1163,4,99,64,54,51,1,5,5,6,6,50,7,3,5,7,2,3,4,5,6,6,2,0,4,6,1,0,0,0,2.7333333333333334,3.2307692307692308,7,1,0,1,0,1,0,0,4,2,3,1,1,0,0,0,0,0,6,8,2
8518179517807830666,131141,31474,29,7,4,25861,219,125,3321,4,38,15,23,15,4,6,5,2,2,52,5,1,7,7,2,4,3,6,7,7,2,3,4,5,0,0,1,2,2.6333333333333333,1.5384615384615385,6.5,1,0,1,0,1,0,0,3,3,3,2,0,0,0,0,0,0,9,8,2
7337047302828359144,229032,29798,31,5,6,13212,114,0,1696,3,93,75,78,78,4,6,5,6,6,46,4,4,4,7,2,3,2,4,7,3,2,2,4,7,1,1,0,0,2.9333333333333331,3.3076923076923075,6,0,1,1,0,1,0,0,3,3,3,1,1,0,0,0,1,0,2,3,2
6840604151423859678,219472,60881,31,5,10,65588,192,0,8421,5,65.652769628630836,45.362094939218913,44.885213728092509,44.963610962807621,2,3,5,2,2,109,7,1,4,7,1,1,1,1,5,4,2,1,3,5,0,0,1,0,4.2333333333333334,3.2692307692307692,5,1,0,0,0,0,1,0,4,0,4,3,1,1,0,1,0,0,6,6.3720054917352105,2
7094568288610092894,140156,47186,31,5,5,16850,345,315,1031,5,8,3,1,4,1,3,5,6,2,91,7,2,7,4,2,3,3,4,6,3,1,2,4,6,1,1,0,1.5,5.5,5.115384615384615,6,1,1,1,0,0,1,0,3,4,3,3,1,0,0,0,0,0,10,8,2
9187628869646338303,264751,46349,31,5,1,15151,0,0,895,3,99,82,71,75,2,6,5,4,2,51,2,4,5,4,4,4,3,5,2,3,3,0,5,4,0,0,1,6,0.4,5.1538461538461542,5,1,0,0,0,1,0,0,1,0,4,3,0,0,0,0,1,0,3,2,2
23690967744089422,216389,88870,32,5,2,14349,23,0,848,4,86,86,83,86,1,7,5,2,7,57,2,6,4,5,3,2,2,4,4,3,1,1,5,4,0,0,1,2,6.2,5.7692307692307692,6,1,1,0,0,1,0,0,2,0,3,3,0,0,0,0,1,0,4,4,2
1987657755153574236,174176,47899,32,7,7,21946,138,124,2818,5,56,65,29,48,5,6,5,3,6,69,5,4,6,7,2,3,2,5,4,1,2,1,4,6,0,0,1,4,2.1,2.8076923076923075,7,1,0,0,0,1,0,0,3,2,3,1,1,0,0,1,0,0,7,7,2
7609333979467538021,174047,60551,36,5,5,32230,80,79,1972,6,15,22,13,20,5,6,5,2,4,59,3,4,6,5,1,1,1,1,6,3,3,2,6,5,0,1,1,3,2.9666666666666668,1.8461538461538463,5.5,1,1,1,0,0,1,0,3,0,3,2,0,0,0,1,0,0,9,9,2
3545995928203245574,75096,14445,26,4,3,14567,0,0,471,1,34,65,43,48,1,6,6,5,5,28,3,1,7,7,1,1,1,1,4,6,2.1461209161761494,0,2,6,0,0,0,1.5,2.3333333333333335,4.5384615384615383,5.5,1,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,4,6,2
8529701546933304357,210501,29493,26,7,-2,25284,0,0,1732,4,21,32,18,41,1,5,3,2,2,44,5,3,3,5,1,1,1,7,7,6,2,0,5,7,0,0,0,1,1.5333333333333334,4.0769230769230766,5,1,0,1,0,1,0,0,3,3,4,3,0,0,0,0,0,0,9,10,2
83839824186064660,180281,48179,28,2,2,15959,310,294,943,2,55,51,24,43,2,5,6,5,5,41,3,4,7,5,1,1,1,1,6,6,2.1461209161761494,0,2,5,0,0,0,1.5,2.2666666666666666,2.3846153846153846,5.5,1,0,1,0,1,0,0,3,0,3,3,0,0,0,0,0,0,6,4,2
2838308722603458494,306743,103655,37,8,29,43527,1221,0,5589,6,99,26,23,34,2,5,5,6,5,82,6,3,4,6,1,1,1,1,3,6,3,2,3,5,1,1,0,0,1.7333333333333334,3.0384615384615383,5,1,1,1,0,0,1,0,3,4,3,1,1,1,0,0,0,0,8,4,2
5109331485542017013,179136,32511,41,5,3,26605,93,69,1822,6,65.652769628630836,49,46,69,4,4,3,3,7,46,4,3,6,7,1,1,1,1,6,6,2.1461209161761494,2,3,4,0,0,1,5,0.33333333333333331,0,6,1,1,1,1,0,1,0,3,0,3,3,0,0,0,0,1,0,5,9,2
7633950865382497585,207972,65819,42,8,8,27179,0,0,1862,6,54,54,61,32,3,4,3,5,4,43,1,5,3,3,1,1,1,1,2,4,2,2,4,5,0,1,1,2,6.166666666666667,3.3076923076923075,6,1,1,0,0,0,1,0,3,0,4,2,0,0,0,1,0,0,4,10,2
3420809844848488763,259355,9661,42,6,6,24444,344,333,1496,3,81,69,76,60,2,5,6,6,4,40,3,1,7,5,1,1,1,1,7,6,2,1,3,5,0,0,0,2.5,3.0666666666666669,2.6153846153846154,5,1,1,0,0,1,0,0,2,5,3,1,1,0,0,0,0,0,2,5,2
1381063946772028840,134126,24061,43,8,0,15814,0,0,637,3,72,78,81,81,2,3,2,2,6,51,1,4,2,4,1,1,1,1,2,7,3,0,3,3,0,0,1,4.5,7.833333333333333,8.0769230769230766,6.5,1,1,0,0,1,0,0,2,1,4,3,0,0,0,0,1,0,6,5,2
8472453923906826981,158899,37597,44,6,1,28025,185,186,1715,7,65.652769628630836,45.362094939218913,44.885213728092509,44.963610962807621,3,2,2,4,1,56,1,6,5,3,1,1,1,1,5,7,2,2,4,4,0,1,1,5,7.0333333333333332,5.615384615384615,5.5,1,1,1,0,0,1,0,3,0,3,2,0,0,0,0,1,0,6,6.3720054917352105,2
675682244599708533,39216,4654,46,7,3,20026,140,0,1184,4,88,68,66,62,2,6,4,4,5,43,1,7,2,4,1,1,1,1,6,2,2,1,4,4,0,0,0,0,6.333333333333333,6.4230769230769234,5.5,0,0,0,0,1,0,0,2,0,4,2,0,0,0,0,1,0,4,5,2
7036754511177608059,174124,39124,46,7,9,18707,0,0,1145,6,20,5,11,6,5,3,3,3,5,57,1,4,3,4,1,1,1,1,5,6,2,2,3,4,0,0,1,4.5,6.9333333333333336,6.7692307692307692,5.5,1,1,1,0,0,1,0,3,4,4,2,0,0,0,0,1,0,10,10,2
2783138554308236613,142212,13378,47,5,3,15720,229,226,929,7,24,30,48,21,2,5,3,1,1,57,2,1,7,5,1,1,1,1,2,1,2,2,2,2,0,0,1,3.5,0.66666666666666663,4.115384615384615,3.5,1,1,1,0,0,1,0,3,5,3,2,0,0,0,0,0,0,6,10,2
4297096690639439465,145691,25812,49,8,6,21242,0,0,2727,6,20,13,23,17,5,3,2,5,5,72,4,4,4,4,7,1,1,1,5,4,2,1,4,4,0,0,1,0,3.3,3.1923076923076925,6.5,1,0,0,0,0,1,0,2,1,4,2,0,1,0,0,1,0,7,10,2
3930118751918645725,377909,85832,50,3,10,31415,343,165,4034,5,18,13,6,15,7,4,3,2,7,94,3,3,6,3,7,1,1,1,6,6,2,1,4,2,0,0,0,0,3,2.8076923076923075,5,1,0,0,0,0,1,0,2,4,3,2,1,1,0,0,0,1,8,7,2
2511375868507554119,235661,48961,50,6,3,23214,0,0,1372,3,82,45,32,24,4,5,7,7,6,45,4,4,4,6,1,1,1,1,6,1,2,0,4,5,0,0,0,0,1.9,1.8846153846153846,5,1,0,0,0,1,0,0,3,3,5,2,0,0,0,0,0,0,6,9,2
5873041865392753564,181329,25200,51,5,8,22068,181,107,1512,6,55,31,58,30,4,3,3,2,3,64,1,6,4,2,7,1,1,1,2,7,2,0,5,5,0,0,1,5,5.7,2.8846153846153846,4.5,1,0,0,0,0,1,0,2,1,3,2,0,0,0,1,0,0,6,4,2
5187619596218564967,118387,19470,51,2,5,25864,150,150,1772,6,99,84,82,87,4,3,2,3,4,51,7,4,7,2,1,1,1,1,3,6,2,0,4,4,0,0,0,4,2.5,7.615384615384615,4,1,0,0,0,0,1,0,3,1,3,3,0,0,0,0,1,0,5,4,2
1715728045697742997,256522,41688,52,2,1,10806,149,44,639,5,99,45,25,50,1,3,4,4,7,40,1,7,4,3,1,1,1,1,2,6,3,0,6,4,0,0,1,0,2.6333333333333333,1.1538461538461537,4.5,1,0,0,0,0,0,1,3,2,3,2,0,0,0,0,1,0,7,9,2
5024211860285699278,173147,45974,54,9,1,15017,0,0,461,5,99,89,85,86,0,0,0,7,5,32,1,0,0,0,1,1,1,1,0,0,2,0,6,4,0,0,0,0,3.1333333333333333,2.4615384615384617,5.5,0,0,0,0,0,0,1,3,2,2,3,0,0,0,0,0,0,4,2,2
850599357477007607,95972,5925,56,9,1,4249,0,0,130,2,59,79,81,88,0,0,0,3,6,37,1,0,0,0,1,1,1,1,0,0,2,0,6,4,0,1,0,0,0.76666666666666672,0,4.5,1,0,0,0,1,0,0,2,0,4,1,0,0,0,0,0,0,1,2,2
3730321568774797614,102191,30153,56,5,1,12196,0,0,721,7,86,52,44,65,4,2,1,4,1,40,1,5,7,3,1,1,1,1,2,3,1,0,6,3,0,0,1,2.5,2.2,3.6923076923076925,5,0,0,0,0,0,1,0,2,0,4,3,0,0,0,0,0,0,5,10,2
8963709048120928995,419714,51431,57,3,11,33640,280,266,4319,5,14,5,3,9,5,4,3,3,3,83,3,4,7,3,1,1,1,1,3,4,2,0,6,2,0,0,0,3.5,3.5333333333333332,1.9230769230769231,4,1,0,0,0,0,1,0,2,4,3,2,0,2,0,0,0,1,10,10,2
3186451346900567165,173066,13707,57,7,3,18890,308,247,1294,5,99,76,77,70,7,3,3,5,2,49,1,7,4,4,1,1,1,1,5,5,3,0,6,3,0,0,0,4.5,3.4333333333333331,4.8461538461538458,5,1,0,0,0,0,0,1,3,1,3,2,0,0,0,0,0,1,4,5,2
6028831944214152641,333689,66477,58,6,3,17594,0,0,1077,4,92,98,96,94,7,3,1,2,1,61,3,5,5,2,1,1,1,1,6,7,2,0,6,5,0,0,1,0,2.3,4.5,5.5,1,0,0,0,0,0,1,4,0,5,2,0,0,0,0,0,1,1,1,2
2482320400211029799,384933,83698,59,7,4,20180,325,0,1235,6,47,20,16,38,7,1,2,5,5,77,2,4,4,3,1,1,1,1,2,6,2,0,6,4,0,0,0,0,1.6,2.2307692307692308,5.5,1,0,0,0,0,1,0,4,4,3,2,0,0,0,0,0,1,9,7,2
2034484731887589430,139415,27207,59,5,-2,15958,0,0,943,5,36,29,23,53,1,4,4,3,3,48,1,7,6,4,7,1,1,1,1,3,3,0,6,1,1,1,0,3,0.2,2.6923076923076925,4.5,1,0,0,0,0,1,0,2,0,4,2,0,0,0,0,1,0,7,10,2
2359881190621937167,251378,63611,59,1,4,24185,89,91,1657,7,14,49,66,28,6,3,2,3,2,62,2,1,6,4,7,1,1,1,5,5,3,0,5,2,0,0,0,2.5,0.16666666666666666,1.0769230769230769,3,1,0,0,0,0,1,0,2,3,3,2,0,1,0,0,0,0,7,9,2
4047846004542444059,318739,85822,59,6,5,22767,350,150,2923,6,36,50,35,25,6,1,1,3,2,81,1,4,5,2,1,1,1,1,6,7,2,0,6,4,0,0,1,4,2.9333333333333331,3,4,1,0,0,0,0,1,0,3,4,3,2,0,2,0,0,1,0,5,9,2
1239291087395106592,205581,26404,61,7,3,13393,230,0,739,6,5,13,5,10,3,1,1,6,1,64,1,4,3,2,1,1,1,1,2,2,2,0,6,1,0,0,1,2.5,3.4,5.3076923076923075,4,1,0,0,0,0,1,0,2,5,3,2,0,0,0,0,1,0,10,10,2
